turn	comment_timestamp	comment_id	reply_to	username	comment_text	negative	neutral	positive	compound	fear	joy	anger	sadness	love	surprise
87	1662545277.671905	UgzehXDKRqlTrQGI_xp4AaABAg	na	WeirdTyrant	Who knew the key to a faster time was constant invincibility.	0.0	1.0	0.0	0.0	0.0009572447743266821	0.9913268685340881	0.00487707182765007	0.0014708664966747165	0.0007887932006269693	0.0005792317679151893
88	1662545277.676051	UgxNlFc_ISXlPbFy5Nt4AaABAg	na	Tovvvija	!cc	0.0	1.0	0.0	0.0	0.1346588432788849	0.1879064291715622	0.6165849566459656	0.04158730059862137	0.008059537038207054	0.011202950961887836
89	1662545277.67941	UgzMR_a7A9VZVBZraqZ4AaABAg	na	Chad Z	"Really is a testament to how optimized the WR is, that ""Run faster with star"" is kinda the only thing you can do to beat it."	0.0	0.893	0.107	0.4588	0.0008006985299289227	0.9943822622299194	0.002381657250225544	0.0012690535513684154	0.000515059451572597	0.0006511035608127713
90	1662545277.682745	Ugyy34YCrM5dmo02P0d4AaABAg	na	Chris Brannigan	That 8-4 water room 👌	0.0	0.395	0.605	0.7297	0.12269792705774307	0.09267470240592957	0.7402015328407288	0.03419477492570877	0.0045805214904248714	0.005650495644658804
91	1662545277.68673	UgwV8uugwctWBOPlsB54AaABAg	na	Gamer Boy	0:44 YOO im in the chat	0.0	1.0	0.0	0.0	0.12347467243671417	0.050103213638067245	0.8141168355941772	0.008485189639031887	0.0019466285593807697	0.0018734518671408296
92	1662545277.690022	UgwAZtAsnc2fWJKHN814AaABAg	na	Gamer Boy	"SPOILER:




4:33"	0.0	1.0	0.0	0.0	0.21686160564422607	0.27909886837005615	0.44587451219558716	0.03274203836917877	0.011247296817600727	0.014175716787576675
93	1662545277.69794	UgyFObm3s4pfNpv7dsR4AaABAg	na	C. Cody Flick	8-4 pipe enters were so satisfying	0.0	0.564	0.436	0.5949	0.00031940574990585446	0.9976443648338318	0.0006270337617024779	0.0005405915435403585	0.0004664838779717684	0.00040206252015195787
94	1662545277.70346	UgzA71D1uuU9zbERn9B4AaABAg	na	P00rStr94	I guess we need a Mod% now and the  WR is held by everyone helping achieve it xD	0.0	0.727	0.273	0.7184	0.00025100092170760036	0.9975134134292603	0.0005871649482287467	0.0006380018894560635	0.0008350555435754359	0.00017535056394990534
95	1662545277.905827	9fLnPBljsTX9fMFAZILhfS	UgyIUNOkZ-VkSFGN-954AaABAg	Julien Bronsch	I mean, he specificly said WE	0.0	1.0	0.0	0.0	0.014115159399807453	0.18388164043426514	0.7841777205467224	0.011750333942472935	0.003175615333020687	0.0028995268512517214
96	1662545278.310444	UgwQagQdAM2dkjpTAJ54AaABAg	na	TS_Mind_Swept	"""I don't wanna die in 8-3 again ((dies immediately))"" shutnup, Kosmic LUL"	0.0	0.778	0.222	0.4847	0.009326081722974777	0.03926411271095276	0.7776281237602234	0.16723445057868958	0.00555822066962719	0.0009889784269034863
97	1662545278.316018	UgxQEJcwUGH9WFDADt54AaABAg	na	Reifin D. Fanchon	I call this run invalid, there is no coke or pizza in sight.	0.155	0.845	0.0	-0.296	0.030581360682845116	0.007715058047324419	0.0547141432762146	0.9050354361534119	0.0005749395349994302	0.0013790886150673032
98	1662545278.319871	UgyyHargwVQ3d5R2tt94AaABAg	na	Procrastination	At first I thought Niftski posted this and he had gotten lightning in a run. Then I realized it was Kosmic, and I was like oh shit I didn't even think he was running any% anymore, let alone breaking the record! And then I saw what the video actually was lol but it was still very entertaining	0.059	0.812	0.129	0.6632	0.00026945341960527003	0.9976237416267395	0.0005982406437397003	0.0004657501121982932	0.00033884847653098404	0.0007040988421067595
99	1662545278.323428	UgzR7M7voR-XnJKIAWt4AaABAg	na	Bheco	this wouldn't work in 90% of chats, it goes to show how good this community is	0.0	0.838	0.162	0.4404	0.0001551980822114274	0.9984713196754456	0.00030912100919522345	0.00046101855696178973	0.0003791500930674374	0.00022425188217312098
100	1662545278.326792	UgxrtNYsrYWHOKMY48x4AaABAg	na	Eric Zorzit	I personally watched Billy Mitchell beat this game faster in ‘98. Nice try though. SIGH Can’t trust anyone these days smh	0.084	0.624	0.291	0.6841	0.0035574843641370535	0.9852655529975891	0.005498160608112812	0.0017522521084174514	0.0032624024897813797	0.0006640341598540545
101	1662545278.33103	UgzeMxoS2xpikW1tRJd4AaABAg	na	Finley	THAT'S RIGHT, WE'RE GONNA CHEAT	0.429	0.571	0.0	-0.4588	0.0010222039418295026	0.001383615774102509	0.9875764846801758	0.009254305623471737	0.0005348100094124675	0.00022851496760267764
102	1662545278.334897	UgxtmMiTlzdPf6zTozV4AaABAg	na	Kenneth Merrow	"""Wait, all I had to do was create a cheat% category?""
Todd Rogers, probably"	0.175	0.702	0.123	-0.2263	0.14925159513950348	0.024056559428572655	0.8022584319114685	0.02099180594086647	0.0011597955599427223	0.002281840657815337
103	1662545278.338291	Ugzj4-ghWFFN1rKwBO54AaABAg	na	David Wonn	"This reminds me of one of my old Game Genie finds, NNPPPO, which would grant invincibility for much of the level, and then it would restart the invincibility timer upon going down any pipe or up any vine. Oddly the music would remain normal unless an actual Starman was collected within a level (which would also wear out the invincibility sooner.)

But the more I think about it, the code also granted a decent amount of time to complete levels, so waiting for the timer to go down at a flagpole would negate its use for speedrun purposes (unless perhaps someone modifies the code just enough or added another code to alter the timer.)"	0.0	0.963	0.037	0.5023	0.0071656834334135056	0.9801495671272278	0.004201819654554129	0.004220329225063324	0.0005976595566608012	0.003664982970803976
104	1662545278.343183	UgyrQbt2eaYhTMWKSNR4AaABAg	na	sdev	professional World record holder gameplay right there	0.0	1.0	0.0	0.0	0.059542857110500336	0.8406157493591309	0.08590194582939148	0.007665778044611216	0.002530165482312441	0.0037435591220855713
105	1662545278.348241	Ugz0RVsWz25O720SdEZ4AaABAg	na	Bulasturu Bula	"Since we love stupid funny challenges, I have one suggestion : the longest possible SMB1 run!
Optimising screen transitions, deaths, power ups and damage,... :D"	0.165	0.45	0.385	0.8327	0.007617616094648838	0.9652832746505737	0.01999646984040737	0.003928244113922119	0.0010042751673609018	0.0021702877711504698
106	1662545278.353536	Ugx4PG0tgLpEtMp5r3x4AaABAg	na	Zigazgman1	Mom, get the camera out!!!	0.0	1.0	0.0	0.0	0.16066935658454895	0.08608843386173248	0.7261328101158142	0.020863110199570656	0.002384759485721588	0.0038616403471678495
107	1662545278.367925	UgxFUTYmxW0m2sQPXcV4AaABAg	na	Dillon	You where mario the sub mariner 😅😆😁	0.0	0.652	0.348	0.7906	0.1712665557861328	0.2841314971446991	0.5045391321182251	0.026670174673199654	0.005485167261213064	0.007907514460384846
108	1662545278.374265	Ugw5DSZQoZYC2HXiIed4AaABAg	na	Jason Koch	Is that…is that SummoningSalt’s music I hear?	0.0	1.0	0.0	0.0	0.14250969886779785	0.13949640095233917	0.6814637184143066	0.0229218490421772	0.006037494167685509	0.007570846937596798
109	1662545278.37743	Ugx-9GV87kAgCaaajLh4AaABAg	na	Soft Fishi trashi	I realy thought this video is by bismuth the whole time but now i realized it's not	0.0	1.0	0.0	0.0	0.01297577191144228	0.9503545761108398	0.0240330807864666	0.007730063982307911	0.0010323564056307077	0.0038740718737244606
110	1662545278.381226	UgwAgTWJebeUVVa0XPJ4AaABAg	na	FastIdiotBoss	Almost as fast as Michael Phelps in the water there	0.0	1.0	0.0	0.0	0.0882766842842102	0.7735785841941833	0.10844362527132034	0.009474764578044415	0.0034849464427679777	0.016741475090384483
111	1662545278.384515	UgwI3tay441jNg8-rdd4AaABAg	na	Soft Fishi trashi	Clever!The thumbnail looks like a second was beaten in any% or something but the name is too long to see it in the notificatons so you get clicks.Smart😉	0.069	0.877	0.055	-0.1134	0.007243053987622261	0.662590503692627	0.07612741738557816	0.24794705212116241	0.0024673668667674065	0.0036245950032025576
112	1662545278.388456	UgypAxRL9lKGH6kNdJR4AaABAg	na	James Aitchison	This was such a cool and fun video, i smiled the entire time watching it 😊	0.0	0.498	0.502	0.9337	0.00012374887592159212	0.9988628625869751	0.000181410854565911	0.00019835433340631425	0.0003938412992283702	0.00023970338224899024
113	1662545278.391676	UgwQ5pqOniUyPR4j-9V4AaABAg	na	DireYoshi	Too fast, too furious, too Mario.	0.425	0.575	0.0	-0.5719	0.0017704807687550783	0.0007051974534988403	0.9964663982391357	0.0004900154890492558	0.000294902449240908	0.00027303112437948585
114	1662545278.401401	UgwHLkOLnLnpD1vE-114AaABAg	na	Yanik Leduc	dont clickbait me like that	0.345	0.655	0.0	-0.2755	0.003184867324307561	0.002128972439095378	0.9923259019851685	0.0016250490443781018	0.0004001054330728948	0.00033513488597236574
115	1662545278.404212	Ugzy3inUU2x6VZFqpHh4AaABAg	na	Bradwurst	I can hear the summoning salt intro music now...	0.0	1.0	0.0	0.0	0.03689740225672722	0.8349613547325134	0.1045808345079422	0.01811673864722252	0.0027301975060254335	0.0027136714197695255
116	1662545278.79273	UgwTaktZtvhrn8Arm6t4AaABAg	na	Nugboy 420	That was good we saved a lot of time time	0.0	0.584	0.416	0.6908	0.0005259219324216247	0.9922714233398438	0.002529158955439925	0.0030538118444383144	0.001189089729450643	0.00043065237696282566
117	1662545278.799238	UgwOKCtpWxfHPuV9ZMJ4AaABAg	na	graduator14	"Congratulations on the ""World Record"" ! :D"	0.0	0.378	0.622	0.8491	0.0012439022539183497	0.9882138967514038	0.005371480714529753	0.0013717325637117028	0.0020455510821193457	0.0017534502549096942
118	1662545278.803746	UgzYctHxPot-6xcpKMN4AaABAg	na	Prizm95	What a historic achievement! Congratulations dude on the EPIC world record! Can't wait bismuth, and Karl jobst, and abysoft to make their 47 minute analysis videos on this amazing speedrun,!	0.0	0.751	0.249	0.8827	0.0033002181444317102	0.7167266011238098	0.002859597560018301	0.003439128864556551	0.002547631971538067	0.27112674713134766
119	1662545278.807419	Ugy-C6GVifG3VSPz4S94AaABAg	na	divVerent	The run was 4:33 - you should have uploaded without the music ;)	0.122	0.878	0.0	-0.1695	0.11913609504699707	0.06687221676111221	0.21406564116477966	0.5950101613998413	0.0022146988194435835	0.0027011591009795666
120	1662545278.810889	UgziV6r8sg4PbD-lIbF4AaABAg	na	PizzaJohnnyGuy	Sonic 1 > Super Mario Bros.	0.0	0.562	0.438	0.5994	0.011147545650601387	0.9509515762329102	0.026546204462647438	0.007189260330051184	0.00176208873745054	0.002403390360996127
121	1662545278.81389	UgzV0P0c_XxBF2qxmvV4AaABAg	na	Novaking	Now you guys are probably gonna get sued and win by default.	0.0	0.743	0.257	0.5859	0.015242543071508408	0.008686218410730362	0.9517159461975098	0.022783702239394188	0.0007650800980627537	0.0008063745917752385
122	1662545278.816642	UgznSxinV1mgqIeUvSN4AaABAg	na	Number One Mr. Squeaks Fan	"""we saved time in the cutscene"""	0.0	0.641	0.359	0.4215	0.002170640742406249	0.9800874590873718	0.010008285753428936	0.004719158168882132	0.001560491044074297	0.0014540125848725438
123	1662545278.819308	UgzkoCaqoA1TGgiS26Z4AaABAg	na	Otaku Bullfrog	This run will one day be featured in an hour-long Summoning Salt documentary on the history of Star Mario Any Percent.	0.0	1.0	0.0	0.0	0.007129326928406954	0.9643477201461792	0.0205527376383543	0.004174667876213789	0.0015340398531407118	0.002261610934510827
124	1662545278.821691	Ugw8Vn8b6YTk1x2t4hN4AaABAg	na	AsteroidPig	"yo he got the literal ""any%"" run as in he can beat it in any fucking way 💀"	0.0	1.0	0.0	0.0	0.0015935306437313557	0.0036317480262368917	0.9912062287330627	0.0024036583490669727	0.000674668699502945	0.0004901342908851802
125	1662545278.824137	UgyaDlssA5lga7lAqbF4AaABAg	na	Dino Cuber	Crowd control is the coolest way to play Mario! Lol	0.0	0.593	0.407	0.6696	0.00024073578242678195	0.9983223080635071	0.00045919642434455454	0.00037981796776875854	0.00033887079916894436	0.0002592062228359282
126	1662545278.826806	UgyGNMP1Z-ys53LoPnx4AaABAg	na	Witch Squad	Billy Mitchell burn 🔥	0.444	0.556	0.0	-0.34	0.22458696365356445	0.13394083082675934	0.4606759548187256	0.16085600852966309	0.011920563876628876	0.008019637316465378
127	1662545278.829117	UgyG6KIV-tr0aNychOV4AaABAg	na	CholsreaMMOS	"Solution for fastest
Everyone save up
Everyone do +1 world at the start"	0.0	0.667	0.333	0.6705	0.00445387652143836	0.9715691804885864	0.01666395179927349	0.004439763259142637	0.0014046288561075926	0.0014686149079352617
128	1662545278.831313	Ugxw7QcFxA8J5fiuSsh4AaABAg	na	Sineamor	Shaving 7% off of the world record in a game this old, absolutely amazing accomplishment, chat really had your back there in the water section, unreal!	0.0	0.851	0.149	0.6581	0.008057484403252602	0.8724644780158997	0.0047343033365905285	0.00621423963457346	0.0009351714397780597	0.10759422928094864
129	1662545278.8342	UgwCEdeaoQfNuje1Xwl4AaABAg	na	Matt Gio	Next time try it while eating pizza	0.0	1.0	0.0	0.0	0.1347876489162445	0.19598504900932312	0.6436498165130615	0.019481677561998367	0.002990980865433812	0.0031048678793013096
130	1662545278.836615	UgwUubbG8ocpFn3xrMl4AaABAg	na	it's hel	4:33 not even the tas could achieve that! Kosmic is a witch! Burn him at the stake!	0.174	0.826	0.0	-0.5229	0.012955237179994583	0.0033263235818594694	0.980012834072113	0.002731510205194354	0.0005112883518449962	0.0004627078596968204
131	1662545278.83884	UgzWhU5r-YuJ908OCNd4AaABAg	na	Diney	Passing Super Mario Bros in 5 minutes	0.0	0.606	0.394	0.5994	0.05695590004324913	0.8327122926712036	0.08043351024389267	0.011436829343438148	0.0032418922055512667	0.015219633467495441
132	1662545278.842097	Ugw_wZ5PENa5Cqiv6gJ4AaABAg	na	Big chungus 	Dream would be proud	0.0	0.282	0.718	0.6249	0.00020739140745718032	0.9978575110435486	0.00047782613546587527	0.0005647430662065744	0.0006284714327193797	0.0002641323080752045
133	1662545278.844481	UgxBQX6xfZqkXeQxAnF4AaABAg	na	Patrick Davis	With the mistakes in 1-1, 8-2, and 8-3 cleaned up as well as a cleaner 8-4, 4:1x seems doable and maybe even 4:0x if everything is perfect	0.076	0.697	0.227	0.6124	0.00016832620895002037	0.9986103773117065	0.00025881215697154403	0.0004485095851123333	0.00028991224826313555	0.00022398259898182005
134	1662545278.84702	UgyjLXR29jan-u19o3F4AaABAg	na	Dennis Amelunxen	You should submit this run under a new Billy% category..	0.0	1.0	0.0	0.0	0.04799754545092583	0.6613130569458008	0.248109370470047	0.035408761352300644	0.005007199943065643	0.0021640616469085217
135	1662545278.85021	Ugy1POGmJ134Y5Fh_gx4AaABAg	na	srwapo	Nice! Surprised you were able to beat the old time by so much.	0.0	0.688	0.312	0.6114	0.004584609065204859	0.011126605793833733	0.0017869435250759125	0.0016456946032121778	0.0008361376821994781	0.9800200462341309
136	1662545279.133818	9fKuNO8GOx29fOmf460rtk	UgzYctHxPot-6xcpKMN4AaABAg	Hiro Hamada	It’s all fake	0.608	0.392	0.0	-0.4767	0.0010721253929659724	0.0010452521964907646	0.002670461079105735	0.994707465171814	0.00023122213315218687	0.0002733868604991585
137	1662545279.141382	9fKuNO8GOx29fOvkiHoea8	UgzYctHxPot-6xcpKMN4AaABAg	Prizm95	 @Hiro Hamada  trollolol	0.0	1.0	0.0	0.0	0.08924618363380432	0.5203211307525635	0.3403538465499878	0.034590110182762146	0.009062414988875389	0.006426320876926184
138	1662545279.148795	9fKuNO8GOx29fOwPJIO2VW	UgzYctHxPot-6xcpKMN4AaABAg	Hiro Hamada	 @Prizm95  I’m not joking kid and it’s not a laughing matter. That video is a hoax and a fake.	0.43	0.57	0.0	-0.8209	0.021553121507167816	0.17064422369003296	0.792539656162262	0.0067229256965219975	0.0015382444253191352	0.007001892663538456
139	1662545279.155006	9fKuNO8GOx29fPqEedB-xO	UgzYctHxPot-6xcpKMN4AaABAg	QTPiOfficial	Can't wait for summoning salt to analyze the history made in this WR! Lol	0.0	0.808	0.192	0.4753	0.05541299283504486	0.3523103892803192	0.5394861102104187	0.044569067656993866	0.003123959992080927	0.005097453948110342
140	1662545279.159524	9fKuNO8GOx29fRI5_0qCEA	UgzYctHxPot-6xcpKMN4AaABAg	Hiro Hamada	 @QTPiOfficial  that video is a hoax, lies, and fake kid	0.533	0.467	0.0	-0.7906	0.7602062225341797	0.011317001655697823	0.19668318331241608	0.026135940104722977	0.0011212892131879926	0.004536377266049385
141	1662545279.372452	9fKt_TXynsu9fKtapKmBYa	UgziV6r8sg4PbD-lIbF4AaABAg	PizzaJohnnyGuy	I only speak the truth	0.0	0.635	0.365	0.3182	0.013188078068196774	0.22679969668388367	0.7065646648406982	0.04554855823516846	0.0055619808845222	0.0023370240814983845
142	1662545279.381708	9fKt_TXynsu9fKtc1eodxb	UgziV6r8sg4PbD-lIbF4AaABAg	PizzaJohnnyGuy	follow me on truth fr:goodvibes::goodvibes::goodvibes:	0.0	0.635	0.365	0.3182	0.0003438329149503261	0.9960243701934814	0.0013527913251891732	0.0009499331936240196	0.0010483541991561651	0.0002808554272633046
143	1662545279.580334	9fKmMHuMmxU9fKuFUrlp2q	UgyG6KIV-tr0aNychOV4AaABAg	divVerent	"I'd assume that using +1 world should not be allowed there :)

But given all was really used is stars... I wonder if ""perma star"" (i.e. the game as is with a minor ROM patch to always have a star) would be a valid game to speedrun - like, certainly sounds like a good challenge."	0.0	0.744	0.256	0.9423	0.0003413046069908887	0.9980334639549255	0.0005397684872150421	0.0004986584535799921	0.0003057388530578464	0.0002809904399327934
144	1662545280.002242	UgycOiGuoIgd9vCpCxd4AaABAg	na	Willie333b	！	0.0	1.0	0.0	0.0	0.05134616419672966	0.04027542099356651	0.8895972967147827	0.013389651663601398	0.002188544487580657	0.0032030281145125628
145	1662545280.005704	UgzxnmDWqW8goHrVwCJ4AaABAg	na	Tritoner	you had me there for a second haha!	0.0	0.68	0.32	0.5093	0.004029879812151194	0.019986193627119064	0.9687570929527283	0.004485424142330885	0.0020796782337129116	0.0006617525941692293
146	1662545280.008905	UgzxrRp5-jFo1_yBmkN4AaABAg	na	AntimonySM51	6:54, nice water exit	0.0	0.517	0.483	0.4215	0.0011733664432540536	0.8437063694000244	0.0031875644344836473	0.0025275584775954485	0.14739158749580383	0.002013532677665353
147	1662545280.011752	UgygazjcclTbjm-veUp4AaABAg	na	coreysteady	"love your enthusiasm about getting through the water so fast.

been subscribed since mario 35             

also love the  ""billy mitchell style""   lmfao
legend"	0.0	0.562	0.438	0.9413	0.0004604388086590916	0.9736337065696716	0.002809637924656272	0.0014233188703656197	0.02124086208641529	0.0004320915904827416
148	1662545280.01459	Ugx1rbAUJoFn0yuYHbB4AaABAg	na	W L	NIFTSKI BTF……. Oh. Nvm. Lol	0.0	0.588	0.412	0.4215	0.19035737216472626	0.2134363055229187	0.5364978313446045	0.043935492634773254	0.006970828399062157	0.0088021419942379
149	1662545280.017181	Ugwb4-MmoTRs2CpPf1d4AaABAg	na	Matthew Kidder	They said it was impossible, but I bet even a sub 4:20 is possible with this new tech	0.0	1.0	0.0	0.0	0.0015228047268465161	0.9865164756774902	0.007528939750045538	0.0029850646387785673	0.0006874531973153353	0.0007591674220748246
150	1662545280.019626	UgxSDvnmnPD3UQGzxcF4AaABAg	na	op broken	Kosmic you have always been one of my favorite youtubers respond to this if you see it	0.0	0.842	0.158	0.4588	0.0007315257098525763	0.6471012234687805	0.0011780543718487024	0.0024576501455157995	0.3463697135448456	0.0021617929451167583
151	1662545280.021828	UgxOKXDsaPVVebrke_14AaABAg	na	Teraunce Foaloke	Heh nice	0.364	0.0	0.636	0.296	0.008269015699625015	0.0710020512342453	0.8871250152587891	0.011851315386593342	0.01890440657734871	0.0028482815250754356
152	1662545280.024508	UgxFtRuFL4mDmSxYCPN4AaABAg	na	Local Man	Billy Mitchell would be proud.	0.0	0.563	0.437	0.4767	0.0001564586564199999	0.9982976317405701	0.0002788692945614457	0.00041922167292796075	0.0006235672044567764	0.00022421948960982263
153	1662545280.027017	UgyQ2kD_5CQGH7Arbb14AaABAg	na	Mothuzad	GG! I can't believe no one thought of this strat sooner	0.0	0.821	0.179	0.2914	0.2696583867073059	0.6545988917350769	0.039962321519851685	0.014136234298348427	0.0021819844841957092	0.019462214782834053
154	1662545280.029294	Ugx4U8NNe5NeKXjSHiZ4AaABAg	na	Wes Townsend	Maybe the real time save was the friends we made along the way	0.0	0.636	0.364	0.743	0.00948431994765997	0.7361828684806824	0.22677777707576752	0.015121436677873135	0.010835602879524231	0.0015980044845491648
155	1662545280.031469	UgyfYOwBaRaT3Uj49Xt4AaABAg	na	monkeyman2020	Great video! What if you do this again, but with no warps?	0.198	0.639	0.163	-0.1386	0.0003093846025876701	0.9971959590911865	0.000620808161329478	0.0006709221052005887	0.0003345436998642981	0.0008683918276801705
156	1662545280.034274	UgxdMH8shlYklXwBOwt4AaABAg	na	Buggward's Video Game Emporium	What a cool mod haha	0.0	0.361	0.639	0.6486	0.0002611772215459496	0.9978474378585815	0.000647656328510493	0.00043343170545995235	0.0004148304578848183	0.00039540784200653434
157	1662545280.036583	Ugz5p-_0bE3SrJZd8lV4AaABAg	na	Yeasstt	Does this count as a TAS run? It is tool assisted after all	0.0	1.0	0.0	0.0	0.011659286916255951	0.9540550112724304	0.026415666565299034	0.004829419776797295	0.0013726523611694574	0.001668025040999055
158	1662545280.039006	Ugw3FkbPV3kQ_O2bqtd4AaABAg	na	The Night Jackal	I like how Kosmic was going to reset for a bad 1-1 as if this was a category he seriously wanted to optimize😂	0.184	0.57	0.246	0.5267	0.035782650113105774	0.38576847314834595	0.49130406975746155	0.08206459879875183	0.0036107059568166733	0.0014696154976263642
159	1662545280.042313	Ugzx751V8UkAv0cR1Wl4AaABAg	na	Ryan Todor	I honestly think that star Mario any% could be it’s own category	0.0	0.786	0.214	0.4588	0.0011874573538079858	0.9882148504257202	0.006829377263784409	0.002001131186261773	0.0010537037160247564	0.0007134521147236228
160	1662545280.045565	UgwXr-93BK5fSPG0TQB4AaABAg	na	Loud Goat	I suppose chat would be the human element	0.0	1.0	0.0	0.0	0.04883036017417908	0.5586339235305786	0.3639860451221466	0.019594833254814148	0.00434308173134923	0.004611816257238388
161	1662545280.047918	UgxzwUv9SjI9o8n01gh4AaABAg	na	Desertwhale	Keep an eye on your mailbox. Mitchell will be sending you a certified letter explaining why he is suing you 🤣. Also, gratz on WR.	0.061	0.758	0.181	0.6249	0.01704440638422966	0.8635613322257996	0.10531137883663177	0.00959817785769701	0.002179062692448497	0.0023057637736201286
162	1662545280.050825	UgwiHTYdCwEPj3KcW6B4AaABAg	na	Rahhelthethird	"Puts his WR on leaderboard
Conglaturation, you've completed a great game and prooven the justice of your game play. Now go, rest our hero!"""	0.0	0.592	0.408	0.9299	0.00024706541444174945	0.997245192527771	0.0007252662908285856	0.0008660527528263628	0.000549832358956337	0.00036668492248281837
163	1662545280.05323	UgykIvIqVS9sqnXiJEN4AaABAg	na	Xorel	"If ""Crowd Control"" ever becomes a speedrun category, the hosting channel should be the name that appears on the leaderboard"	0.0	1.0	0.0	0.0	0.01219810452312231	0.7834648489952087	0.18903549015522003	0.009975353255867958	0.0036907559260725975	0.0016354476101696491
164	1662545280.358883	9fKgKtROjxr9fKlNNf0P4Q	UgxSDvnmnPD3UQGzxcF4AaABAg	Kosmic	Glad you enjoy!	0.0	0.133	0.867	0.7574	0.0001112181053031236	0.9988008737564087	0.00015805305156391114	0.0002625335764605552	0.0005124827148392797	0.00015490988153032959
165	1662545280.366833	9fKgKtROjxr9fKt7f_UFjI	UgxSDvnmnPD3UQGzxcF4AaABAg	op broken	Oh my you actually replied to me	0.0	1.0	0.0	0.0	0.008120651356875896	0.04292622581124306	0.9388013482093811	0.0060529401525855064	0.0025886264629662037	0.0015101426979526877
166	1662545280.376709	9fKgKtROjxr9fKtAYOkQm5	UgxSDvnmnPD3UQGzxcF4AaABAg	op broken	I got into original Mario speed running because of yoy	0.0	0.796	0.204	0.3182	0.002296710852533579	0.9815953969955444	0.01029153447598219	0.0033738284837454557	0.0009328573942184448	0.0015098720323294401
